image,feature,feature_cells,true_label,ssa_votes_out_of_7,majority_agreement,agreement_band,original_label,original_probability,model,comprehensiveness_black,comprehensiveness_blur,comprehensiveness_mean,sufficiency_black,sufficiency_blur,sufficiency_mean,cited_flip_black,cited_flip_blur,cited_flip_mean,evidence_only_flip_black,evidence_only_flip_blur,evidence_only_flip_mean,control_drop_mean_black,control_drop_mean_blur,control_drop_mean_mean,control_drop_sd_black,control_drop_sd_blur,control_drop_sd_mean,control_drop_p95_black,control_drop_p95_blur,control_drop_p95_mean,control_flip_rate_black,control_flip_rate_blur,control_flip_rate_mean,n_controls_black,n_controls_blur,n_controls_mean,effect_over_control_black,effect_over_control_blur,effect_over_control_mean,faithful_over_p95_control_black,faithful_over_p95_control_blur,faithful_over_p95_control_mean
MHIST_aay.png,serration,A2|A3|B2,HP,1,6,strong,SSA,0.8288406133651733,vinid/plip,0.15202289819717407,0.1251245141029358,0.0970454216003418,0.6776949167251587,0.6772870123386383,0.7690788879990578,0,0,0,1,1,1,0.4021007090806961,0.4402653478085995,0.4252813994884491,0.09991237730505231,0.09426121153735409,0.06456994485993195,0.5220035880804063,0.5787526868283749,0.49465329200029373,0.75,0.8,0.9,20,20,20,-0.25007781088352204,-0.3151408337056637,-0.3282359778881073,False,False,False
MHIST_aay.png,surface epithelium,A2|A3|A4,HP,1,6,strong,SSA,0.8288406133651733,vinid/plip,0.10222059488296509,0.20640546083450317,0.15062934160232544,0.6114207059144974,0.6173837333917618,0.702621340751648,0,0,0,1,1,1,0.422803658246994,0.3983550131320953,0.38146990686655047,0.09135850812424064,0.11503226271631083,0.09950992967170949,0.5616256132721901,0.5700948432087899,0.5123436957597733,0.8,0.75,0.7,20,20,20,-0.3205830633640289,-0.19194955229759214,-0.23084056526422503,False,False,False
MHIST_aaz.png,crypt/gland architecture,A4|B3|B4,SSA,7,7,unanimous,SSA,0.7860437631607056,vinid/plip,0.35740914940834045,0.17697638273239136,0.3109731376171112,0.49316298961639404,0.3505423069000244,0.5572478026151657,1,0,1,1,1,1,0.41131599321961404,0.18226921409368516,0.26929609328508375,0.11446764120042131,0.06968229645740204,0.08506140145928999,0.552626971155405,0.290478590130806,0.3975176900625229,0.8,0.15,0.45,20,20,20,-0.053906843811273586,-0.005292831361293798,0.04167704433202746,False,False,False
MHIST_aaz.png,serration,A1|A2|B1,SSA,7,7,unanimous,SSA,0.7860437631607056,vinid/plip,0.14562612771987915,0.22938573360443115,0.21203601360321045,0.3837709426879883,0.3162394165992737,0.5478263795375824,0,0,0,1,1,1,0.3895625337958336,0.16258318722248077,0.25890091359615325,0.09749796160038902,0.04961961071375219,0.06113087984381608,0.5423153936862946,0.2442149192094803,0.3398449927568436,0.85,0.0,0.35,20,20,20,-0.24393640607595446,0.06680254638195038,-0.0468648999929428,False,False,False
MHIST_aaz.png,surface epithelium,C2|C3|D3,SSA,7,7,unanimous,SSA,0.7860437631607056,vinid/plip,0.3796461522579193,0.12695181369781494,0.23840200901031494,0.4801711440086365,0.3899012506008148,0.5951250791549683,1,0,0,1,1,1,0.3798163838684559,0.2130356103181839,0.309444297850132,0.11915999748064993,0.059670227866534725,0.06952726693988463,0.540168621391058,0.2800743639469147,0.3939033582806587,0.7,0.05,0.6,20,20,20,-0.00017023161053658642,-0.08608379662036897,-0.07104228883981706,False,False,False
MHIST_abb.png,crypt/gland architecture,B2|C2|C3,SSA,7,7,unanimous,SSA,0.8263905048370361,vinid/plip,0.2930305004119873,0.25328922271728516,0.29301345348358154,0.6090611070394516,0.47417742013931274,0.667474165558815,0,0,0,1,1,1,0.43597280979156494,0.4070779085159302,0.47467902302742004,,,,0.43597280979156494,0.4070779085159302,0.47467902302742004,1.0,1.0,1.0,1,1,1,-0.14294230937957764,-0.15378868579864502,-0.1816655695438385,False,False,False
MHIST_abb.png,serration,C2|C3,SSA,7,7,unanimous,SSA,0.8263905048370361,vinid/plip,0.17201024293899536,0.18962526321411133,0.1725406050682068,0.5577519834041595,0.41228047013282776,0.6799648255109787,0,0,0,1,1,1,0.28211557594212616,0.21508066762577405,0.25581982731819153,0.0860817549011618,0.08782783931751417,0.09216530587034641,0.4076611250638962,0.3441585600376129,0.39988182485103607,0.2727272727272727,0.09090909090909091,0.18181818181818182,11,11,11,-0.1101053330031308,-0.02545540441166272,-0.08327922224998474,False,False,False
MHIST_abb.png,surface epithelium,C3|C4,SSA,7,7,unanimous,SSA,0.8263905048370361,vinid/plip,0.21866047382354736,0.18105709552764893,0.23139512538909912,0.6283960044384003,0.43591877818107605,0.7339750528335571,0,0,0,1,1,1,0.25155106484889983,0.1431381180882454,0.2037145897746086,0.07335297776275541,0.06572857808913289,0.07174819519662244,0.37026705890893935,0.23128805011510858,0.33154534250497825,0.15,0.05,0.05,20,20,20,-0.03289059102535247,0.037918977439403534,0.02768053561449052,False,False,False
MHIST_abe.png,crypt/gland architecture,B3|C3|C4,SSA,7,7,unanimous,SSA,0.9092723727226257,vinid/plip,0.22165793180465698,0.18984836339950562,0.11494535207748413,0.4460908770561218,0.45800819993019104,0.4711962938308716,0,0,0,1,1,1,0.2116236299276352,0.1640974760055542,0.16152768433094025,0.07137226586734541,0.04232627780581105,0.04104309141224833,0.289434164762497,0.2319447010755539,0.21617280542850495,0.0,0.0,0.0,20,20,20,0.010034301877021784,0.025750887393951427,-0.04658233225345612,False,False,False
MHIST_abe.png,serration,B2|C1|C2,SSA,7,7,unanimous,SSA,0.9092723727226257,vinid/plip,0.1703106164932251,0.11979007720947266,0.07727974653244019,0.554509311914444,0.5377372801303864,0.6888984888792038,0,0,0,1,1,1,0.2616514876484871,0.1889636218547821,0.19555752873420715,0.10661770839426324,0.0511889869691339,0.055334205395628534,0.46698929667472844,0.2525264710187912,0.2682735353708267,0.15,0.0,0.0,20,20,20,-0.09134087115526202,-0.06917354464530945,-0.11827778220176696,False,False,False
MHIST_abe.png,surface epithelium,A3|B2|B3,SSA,7,7,unanimous,SSA,0.9092723727226257,vinid/plip,0.09345394372940063,0.062857985496521,0.052230656147003174,0.8278271406888962,0.6963334828615189,0.8402906954288483,0,0,0,1,1,1,0.2601997643709183,0.19163857996463776,0.2027618855237961,0.07661343647060533,0.05057138085665392,0.03532636604768789,0.3735979706048966,0.26036104261875154,0.25447899997234347,0.0,0.0,0.0,20,20,20,-0.16674582064151766,-0.12878059446811677,-0.15053122937679292,False,False,False
MHIST_abs.png,crypt/gland architecture,C1|C2|C4,HP,2,5,strong,SSA,0.8638941049575806,vinid/plip,0.18137860298156738,0.2371276617050171,0.1906415820121765,0.6494364142417908,0.6549324840307236,0.7592857256531715,0,0,0,1,1,1,0.325253327190876,0.3187215343117714,0.3474233537912369,0.08197067055131858,0.1150170692770901,0.12016784310390513,0.482694137096405,0.4730398610234261,0.5355003923177719,0.2,0.35,0.35,20,20,20,-0.14387472420930864,-0.08159387260675433,-0.15678177177906039,False,False,False
MHIST_abs.png,serration,B1|B2|B3,HP,2,5,strong,SSA,0.8638941049575806,vinid/plip,0.161482036113739,0.24173063039779663,0.24912691116333008,0.4498303532600403,0.2676680088043213,0.505833089351654,0,0,0,1,0,1,0.2894234791398048,0.2772073015570641,0.3020746812224388,0.11532922814869191,0.11641126157722329,0.1082978805109213,0.4437580034136772,0.4511658772826195,0.4843508586287498,0.25,0.25,0.35,20,20,20,-0.1279414430260658,-0.03547667115926745,-0.05294777005910872,False,False,False
MHIST_abx.png,crypt/gland architecture,A2|B2|B3,HP,0,7,unanimous,HP,0.8809705972671509,vinid/plip,-0.02134382724761963,-0.02641582489013672,-0.03222435712814331,0.08998739719390869,-0.03577566146850586,-0.07005780935287476,0,0,0,0,0,0,-0.03371457755565643,-0.021562731266021727,-0.03391105532646179,0.023745102145388813,0.02013395730241228,0.02349982113895199,0.005291733145713824,0.00814047455787659,-0.002510452270507799,0.0,0.0,0.0,20,20,20,0.012370750308036804,-0.004853093624114992,0.00168669819831848,False,False,False
MHIST_abx.png,serration,A3|B3,HP,0,7,unanimous,HP,0.8809705972671509,vinid/plip,-0.015250146389007568,-0.02490788698196411,-0.04836678504943848,-0.013994693756103516,-0.02272111177444458,-0.07906824350357056,0,0,0,0,0,0,-0.04484072923660278,-0.020020955801010133,-0.03506767153739929,0.015647166805070473,0.016048715187558803,0.016957348258052524,-0.030527508258819558,0.00030704140663147613,-0.006330376863479612,0.0,0.0,0.0,20,20,20,0.029590582847595213,-0.004886931180953978,-0.013299113512039183,True,False,False
MHIST_abx.png,surface epithelium,A1|B1,HP,0,7,unanimous,HP,0.8809705972671509,vinid/plip,-0.05887162685394287,-0.053841471672058105,-0.060732901096343994,0.06988507509231567,0.08000719547271729,-0.04065501689910889,0,0,0,0,0,0,-0.04995998740196228,-0.023725613951683044,-0.044841745495796205,0.014866327064045035,0.021753824028361755,0.020413569558745417,-0.022364768385887145,0.009503480792045601,-0.00913709700107574,0.0,0.0,0.0,20,20,20,-0.00891163945198059,-0.03011585772037506,-0.01589115560054779,False,False,False
MHIST_acb.png,crypt/gland architecture,A2|B2|C2,HP,0,7,unanimous,SSA,0.6969128251075745,vinid/plip,0.2647806704044342,0.2737351059913635,0.23479965329170227,0.33817023038864136,0.4003421664237976,0.5759487077593803,1,1,1,1,1,1,0.36848012953996656,0.24262914806604385,0.31290574073791505,0.08937073795990605,0.08768730479257102,0.07708263088617746,0.46440080180764204,0.3624374091625214,0.4141248881816864,0.95,0.65,0.9,20,20,20,-0.10369945913553236,0.03110595792531967,-0.07810608744621278,False,False,False
MHIST_acb.png,serration,A3|B3|C3,HP,0,7,unanimous,SSA,0.6969128251075745,vinid/plip,0.29345935583114624,0.20872807502746582,0.25765836238861084,0.5777075067162514,0.47687530517578125,0.5797116309404373,1,1,1,1,1,1,0.4286602236330509,0.2756869986653328,0.34427792578935623,0.10710038301615957,0.07143920067245237,0.056277893677188134,0.5674999743700028,0.36161868870258335,0.42621844708919526,0.95,0.85,1.0,20,20,20,-0.13520086780190466,-0.06695892363786698,-0.08661956340074539,False,False,False
MHIST_acg.png,crypt/gland architecture,C3|C4|D4,HP,3,4,borderline,SSA,0.8893895149230957,vinid/plip,0.13443714380264282,0.119293212890625,0.09579324722290039,0.46388038992881775,0.4111381471157074,0.48066991567611694,0,0,0,1,1,1,0.35912112444639205,0.16180339753627776,0.1905694544315338,0.12993176547303525,0.08736151682613268,0.08168535113786174,0.524295137822628,0.28123680055141453,0.2989668369293213,0.45,0.0,0.0,20,20,20,-0.22468398064374923,-0.04251018464565276,-0.09477620720863342,False,False,False
MHIST_acg.png,serration,A3|A4|B4,HP,3,4,borderline,SSA,0.8893895149230957,vinid/plip,0.13787734508514404,0.016930878162384033,0.008239388465881348,0.6775896102190018,0.5616775453090668,0.7552320808172226,0,0,0,1,1,1,0.3204751074314117,0.1667201802134514,0.18234428763389587,0.11563155602304553,0.10354359359469996,0.10414565695254374,0.48400997668504714,0.3310836419463158,0.3447701126337052,0.3,0.05,0.05,20,20,20,-0.18259776234626768,-0.14978930205106736,-0.17410489916801453,False,False,False
MHIST_acg.png,surface epithelium,A1|A2,HP,3,4,borderline,SSA,0.8893895149230957,vinid/plip,0.3023154139518738,0.23034214973449707,0.23368698358535767,0.3131217956542969,0.0946359634399414,0.32767927646636963,0,0,0,0,0,0,0.2725344389677048,0.0827461838722229,0.12638696432113647,0.11202185356326731,0.06382537991644574,0.06944206175318574,0.4493450835347176,0.21122324466705322,0.21393345594406127,0.15,0.0,0.0,20,20,20,0.029780974984168984,0.14759596586227416,0.1073000192642212,False,True,True
MHIST_aco.png,crypt/gland architecture,B2|B3|C2,HP,3,4,borderline,SSA,0.7774549722671509,vinid/plip,0.2764488458633423,0.2656182646751404,0.24462908506393433,0.32481279969215393,0.3979692757129669,0.48308828473091125,0,0,0,1,1,1,0.3141882479190826,0.2806975796818733,0.3001537635922432,0.10802451466111043,0.09612534555875449,0.084364983193846,0.4529643297195435,0.4739616394042969,0.41452477574348456,0.6,0.45,0.55,20,20,20,-0.037739402055740334,-0.01507931500673293,-0.05552467852830889,False,False,False
MHIST_aco.png,serration,A2|B2|C2,HP,3,4,borderline,SSA,0.7774549722671509,vinid/plip,0.2819085419178009,0.2458428144454956,0.3580894470214844,0.20463556051254272,0.32875412702560425,0.44786393642425537,1,0,1,0,1,1,0.3721670903265476,0.3134861499071121,0.3594963252544403,0.11268292266805928,0.15006871672242642,0.10607742146938584,0.5380773596465588,0.5473207697272301,0.5210250467061998,0.85,0.4,0.8,20,20,20,-0.0902585484087467,-0.0676433354616165,-0.0014068782329559326,False,False,False
MHIST_acq.png,crypt/gland architecture,B2|C2,HP,2,5,strong,SSA,0.8103529214859009,vinid/plip,0.23069411516189575,0.13389742374420166,0.15784502029418945,0.5125053822994232,0.6037425994873047,0.7054900452494621,0,0,0,1,1,1,0.2824116513133049,0.20250527560710907,0.26765904277563096,0.11494956016592703,0.0810940239721192,0.10884745095381028,0.46100622564554217,0.29425729215145113,0.3767092451453209,0.4,0.0,0.45,20,20,20,-0.05171753615140917,-0.06860785186290741,-0.10981402248144151,False,False,False
MHIST_acq.png,serration,A2|A3|B2,HP,2,5,strong,SSA,0.8103529214859009,vinid/plip,0.1259315013885498,-0.014454662799835205,0.07599812746047974,0.7023833245038986,0.6495260149240494,0.7087789699435234,0,0,0,1,1,1,0.34511906653642654,0.27597069293260573,0.34567169696092603,0.10367835205394542,0.0859059124324063,0.09672378255102171,0.480356602370739,0.40905066281557084,0.47434958815574646,0.6,0.4,0.65,20,20,20,-0.21918756514787674,-0.29042535573244094,-0.2696735695004463,False,False,False
MHIST_acq.png,surface epithelium,A2|A3,HP,2,5,strong,SSA,0.8103529214859009,vinid/plip,0.09058976173400879,0.032950401306152344,0.005883991718292236,0.6762111932039261,0.6616806089878082,0.7254081964492798,0,0,0,1,1,1,0.2934011653065681,0.19754277765750886,0.2795875683426857,0.09261563733719291,0.05499451842936988,0.06540820657801157,0.4477542042732239,0.27183317542076113,0.36120066344738005,0.45,0.0,0.4,20,20,20,-0.20281140357255933,-0.1645923763513565,-0.2737035766243935,False,False,False
MHIST_acw.png,crypt/gland architecture,A3|B3|C3,HP,0,7,unanimous,SSA,0.6938361525535583,vinid/plip,0.3418501913547516,0.2949766218662262,0.2787507176399231,0.37493768334388733,0.397297739982605,0.4824902266263962,1,1,1,1,1,1,0.22868292331695556,0.31487502753734586,0.41185920834541323,0.08862026766313764,0.09639291222841348,0.13112463416383277,0.3377057000994682,0.4201608777046203,0.5490209460258483,0.7,0.9,0.9,10,10,10,0.11316726803779603,-0.019898405671119668,-0.13310849070549013,True,False,False
MHIST_acw.png,serration,A4|B4|C4,HP,0,7,unanimous,SSA,0.6938361525535583,vinid/plip,0.042922794818878174,0.10878318548202515,0.09628784656524658,0.4253864586353302,0.4905395060777664,0.5372751951217651,0,0,0,1,1,1,0.4404257337252299,0.41014280915260315,0.43016286691029865,0.0920669831431737,0.11215672058601013,0.13516694381672115,0.517292931675911,0.5087659180164337,0.5321093499660492,1.0,1.0,1.0,3,3,3,-0.39750293890635174,-0.301359623670578,-0.33387502034505206,False,False,False
MHIST_acy.png,crypt/gland architecture,C2|D2|D3,HP,1,6,strong,HP,0.5992666482925415,vinid/plip,-0.10579866170883179,0.06619530916213989,0.07293194532394409,-0.2857115864753723,-0.2950611710548401,-0.3383243680000305,0,0,0,0,0,0,-0.2360108882188797,-0.2198445051908493,-0.227133709192276,0.02731472695285319,0.02936405505277964,0.03291973204788667,-0.19066509008407592,-0.171096733212471,-0.1633057117462158,0.0,0.0,0.0,20,20,20,0.1302122265100479,0.2860398143529892,0.3000656545162201,True,True,True
MHIST_acy.png,nuclear atypia,C3|C4,HP,1,6,strong,HP,0.5992666482925415,vinid/plip,-0.13733088970184326,-0.14019733667373657,-0.1459525227546692,-0.24016422033309937,-0.24013566970825195,-0.29591256380081177,0,0,0,0,0,0,-0.19739673733711244,-0.16693739891052245,-0.16786473095417023,0.0476089470308158,0.06617992070426942,0.06899029214784339,-0.10116287767887114,-0.06637929379940029,-0.05529286265373227,0.0,0.0,0.0,20,20,20,0.060065847635269176,0.026740062236785878,0.021912208199501043,False,False,False
MHIST_acy.png,serration,B2|B3|C3,HP,1,6,strong,HP,0.5992666482925415,vinid/plip,-0.18579643964767456,-0.09115594625473022,-0.09068161249160767,-0.18997275829315186,-0.12420690059661865,-0.24405598640441895,0,0,0,0,0,0,-0.20968087911605834,-0.20885852873325347,-0.20672453343868255,0.03573365630403109,0.03953272302904808,0.03848779787766493,-0.1545119822025299,-0.13847801089286801,-0.13163533210754394,0.0,0.0,0.0,20,20,20,0.023884439468383784,0.11770258247852325,0.11604292094707488,False,True,True
MHIST_adc.png,crypt/gland architecture,C2|D2|D3,SSA,6,6,strong,SSA,0.8312027454376221,vinid/plip,0.1504783034324646,0.25016748905181885,0.2709195613861084,0.46751129627227783,0.6179241687059402,0.6487183421850204,0,0,0,1,1,1,0.3355058431625366,0.3057738423347473,0.37240300625562667,0.08883342505785535,0.08590537571332263,0.055637104054982914,0.49570393115282063,0.4175930663943291,0.46134611666202546,0.45,0.45,0.8,20,20,20,-0.18502753973007202,-0.055606353282928456,-0.10148344486951827,False,False,False
MHIST_adc.png,serration,B2|C2|C3,SSA,6,6,strong,SSA,0.8312027454376221,vinid/plip,0.2376592755317688,0.23251837491989136,0.21712327003479004,0.47359490394592285,0.5609847903251648,0.6852967292070389,0,0,0,1,1,1,0.2889492318034172,0.2839543208479881,0.3604216486215591,0.1025878255116802,0.05978214788885009,0.10367616132772799,0.44617928117513656,0.3561030671000481,0.5310117289423942,0.4,0.3,0.65,20,20,20,-0.051289956271648396,-0.05143594592809675,-0.14329837858676908,False,False,False
MHIST_adc.png,surface epithelium,A2|A3,SSA,6,6,strong,SSA,0.8312027454376221,vinid/plip,0.12911492586135864,0.1183326244354248,0.17576247453689575,0.24358129501342773,0.260257363319397,0.5468833744525909,0,0,0,0,0,1,0.20805170238018036,0.13540548384189605,0.23827766329050065,0.05716189132894823,0.03288856184295155,0.04051064017380845,0.3072270959615707,0.1905645787715912,0.29699368029832846,0.0,0.0,0.05,20,20,20,-0.07893677651882172,-0.01707285940647124,-0.0625151887536049,False,False,False
MHIST_add.png,crypt/gland architecture,B4|C3|C4,HP,3,4,borderline,SSA,0.8289780616760254,vinid/plip,0.3560754656791687,0.3844938576221466,0.36705732345581055,0.5649930834770203,0.5172619521617889,0.6351651847362518,1,1,1,1,1,1,0.43014264727632207,0.38220595568418503,0.4084610765178998,0.08120918425064322,0.07010978150565962,0.0794342428659318,0.5483582563698292,0.4712749317288399,0.5298587828874588,0.9166666666666666,0.8333333333333334,0.8333333333333334,12,12,12,-0.07406718159715336,0.0022879019379615784,-0.041403753062089266,False,False,False
MHIST_add.png,serration,B4|C3|C4,HP,3,4,borderline,SSA,0.8289780616760254,vinid/plip,0.3560754656791687,0.3844938576221466,0.36705732345581055,0.5649930834770203,0.5172619521617889,0.6351651847362518,1,1,1,1,1,1,0.43014264727632207,0.38220595568418503,0.4084610765178998,0.08120918425064322,0.07010978150565962,0.0794342428659318,0.5483582563698292,0.4712749317288399,0.5298587828874588,0.9166666666666666,0.8333333333333334,0.8333333333333334,12,12,12,-0.07406718159715336,0.0022879019379615784,-0.041403753062089266,False,False,False
MHIST_add.png,surface epithelium,A3|A4,HP,3,4,borderline,SSA,0.8289780616760254,vinid/plip,0.09963107109069824,0.11561352014541626,0.1771754026412964,0.3898950517177582,0.4261547327041626,0.6882428079843521,0,0,0,1,1,1,0.3529266998171806,0.18461202085018158,0.26803833842277525,0.06937832453127805,0.06898153965149066,0.03660176605210915,0.49957387745380405,0.2848394960165024,0.3066414475440979,0.55,0.0,0.0,20,20,20,-0.25329562872648237,-0.06899850070476532,-0.09086293578147886,False,False,False
MHIST_adj.png,crypt/gland architecture,D1|D2,HP,2,5,strong,SSA,0.7098271250724792,vinid/plip,0.09329617023468018,0.014487028121948242,0.13807916641235352,0.6045178025960922,0.5289621353149414,0.6752791665494442,0,0,0,1,1,1,0.3858622670173645,0.3756145119667053,0.42190527617931367,0.035934774796583954,0.07567802073947243,0.04162433894002618,0.4288658559322357,0.46503041982650756,0.458090478181839,1.0,1.0,1.0,5,5,5,-0.2925660967826843,-0.36112748384475707,-0.28382610976696016,False,False,False
