image,label,ssa_votes,partition,tile_tissue_pct,n_empty_cells,min_cell_pct,max_cell_pct
MHIST_adb.png,HP,0,train,74.07,2,0.06,100.0
MHIST_adc.png,SSA,6,test,63.84,3,0.0,100.0
MHIST_add.png,HP,3,test,47.38,6,0.0,97.42
MHIST_ade.png,HP,2,train,67.26,2,0.48,98.28
MHIST_adf.png,HP,0,train,78.76,0,16.58,100.0
MHIST_adg.png,HP,0,train,95.56,0,71.24,100.0
MHIST_adh.png,HP,2,train,57.11,4,0.0,99.9
MHIST_adi.png,HP,1,train,38.19,6,0.29,93.24
MHIST_adj.png,HP,2,test,39.37,8,0.0,98.28
MHIST_adk.png,SSA,6,train,72.2,0,6.22,99.46
MHIST_adl.png,HP,3,train,87.59,0,59.82,100.0
MHIST_adm.png,HP,3,train,58.23,1,4.34,95.98
MHIST_adn.png,HP,2,train,68.15,1,0.0,99.74
MHIST_ado.png,HP,3,test,59.99,1,1.05,91.07
MHIST_adp.png,HP,0,train,83.37,0,40.34,99.84
MHIST_adq.png,HP,1,train,64.58,1,0.1,97.74
MHIST_adr.png,SSA,6,train,48.44,5,0.0,98.57
MHIST_ads.png,HP,0,train,98.46,0,94.61,99.94
MHIST_adt.png,HP,0,train,58.52,5,0.0,99.97
MHIST_adu.png,SSA,7,train,79.13,0,7.72,99.9
MHIST_adv.png,HP,0,train,85.09,0,48.41,99.62
MHIST_adw.png,HP,0,train,43.08,6,0.0,98.79
MHIST_adx.png,SSA,7,test,49.82,4,0.0,95.79
MHIST_ady.png,SSA,4,test,75.49,0,21.75,100.0
MHIST_adz.png,HP,2,train,76.73,0,29.82,96.43
MHIST_aea.png,HP,2,train,74.15,0,15.88,95.38
MHIST_aeb.png,HP,0,test,91.55,0,39.99,100.0
MHIST_aec.png,HP,2,test,68.82,1,0.22,95.44
MHIST_aed.png,SSA,4,train,69.04,1,0.1,99.14
MHIST_aee.png,HP,0,test,96.08,0,89.96,98.5
MHIST_aef.png,HP,2,train,45.22,4,0.0,98.69
MHIST_aeg.png,HP,2,train,53.82,4,0.0,99.9
MHIST_aeh.png,SSA,5,train,47.94,1,0.0,91.71
MHIST_aei.png,SSA,5,train,65.05,3,0.0,99.46
MHIST_aej.png,HP,3,test,78.52,0,63.74,87.05
MHIST_aek.png,HP,1,test,56.24,2,1.21,93.69
MHIST_ael.png,HP,1,train,46.74,4,0.1,97.7
MHIST_aem.png,HP,1,train,66.08,0,13.71,95.76
MHIST_aen.png,SSA,4,train,50.65,3,0.0,91.65
MHIST_aeo.png,HP,1,train,80.7,1,0.0,99.94
MHIST_aep.png,HP,1,test,63.13,1,0.16,97.64
MHIST_aeq.png,HP,0,test,91.01,0,83.71,98.72
MHIST_aer.png,HP,0,train,75.85,0,18.94,99.81
MHIST_aes.png,HP,2,test,79.43,0,12.09,99.3
MHIST_aet.png,SSA,7,train,60.5,2,0.0,98.28
MHIST_aeu.png,HP,1,train,67.36,1,0.06,97.96
MHIST_aev.png,HP,0,train,84.72,0,23.28,98.63
MHIST_aew.png,HP,1,train,87.66,0,19.83,98.37
MHIST_aex.png,HP,1,train,51.42,4,0.13,95.85
MHIST_aey.png,HP,2,train,42.9,6,0.0,99.65
MHIST_aez.png,HP,1,test,55.42,3,0.0,97.67
MHIST_afa.png,HP,2,train,79.92,2,0.0,99.87
MHIST_afb.png,HP,3,train,53.65,3,0.86,88.68
MHIST_afc.png,HP,3,test,48.87,0,6.82,98.6
MHIST_afd.png,HP,1,train,63.97,2,0.0,97.48
MHIST_afe.png,HP,1,train,62.83,2,0.0,99.87
MHIST_aff.png,SSA,7,test,56.89,3,0.0,98.28
MHIST_afg.png,HP,1,test,53.25,5,0.0,100.0
MHIST_afh.png,HP,0,train,75.8,1,0.0,98.76
MHIST_afi.png,SSA,4,train,67.16,0,7.97,93.85
MHIST_afj.png,HP,1,train,81.71,0,14.41,95.15
MHIST_afk.png,HP,2,train,61.87,3,0.13,94.16
MHIST_afl.png,HP,0,train,60.95,4,0.0,98.63
MHIST_afm.png,HP,2,test,80.26,0,45.63,100.0
MHIST_afn.png,HP,0,test,37.95,7,0.0,95.18
MHIST_afo.png,HP,3,test,60.82,1,0.0,99.33
MHIST_afp.png,HP,1,train,50.41,5,0.1,99.59
MHIST_afq.png,SSA,6,train,46.13,7,0.0,99.9
MHIST_afr.png,HP,1,train,67.84,3,0.0,98.88
MHIST_afs.png,HP,1,test,70.0,2,0.0,99.97
MHIST_aft.png,SSA,6,train,88.17,0,30.93,100.0
MHIST_afu.png,HP,1,train,81.36,0,11.07,95.92
MHIST_afv.png,HP,3,train,59.28,0,6.47,97.13
MHIST_afw.png,HP,1,train,50.06,3,0.13,88.11
MHIST_afx.png,HP,1,train,96.7,0,93.11,99.55
MHIST_afy.png,HP,1,train,43.11,7,0.0,98.88
MHIST_afz.png,HP,0,train,98.34,0,92.44,99.84
MHIST_aga.png,HP,1,train,48.94,3,0.1,92.06
MHIST_agb.png,SSA,7,test,80.56,1,3.67,99.97
MHIST_agc.png,HP,2,train,50.54,4,0.0,98.25
MHIST_agd.png,SSA,7,test,66.03,1,0.32,99.23
MHIST_age.png,SSA,6,train,66.12,1,0.0,99.71
MHIST_agf.png,SSA,6,train,52.75,4,0.0,100.0
MHIST_agg.png,HP,2,train,72.77,0,34.47,96.59
MHIST_agh.png,HP,2,test,91.23,0,75.51,99.97
MHIST_agi.png,SSA,6,test,75.24,1,0.0,100.0
MHIST_agj.png,SSA,6,train,57.44,2,0.0,99.68
MHIST_agk.png,HP,1,test,87.64,0,69.45,97.42
MHIST_agl.png,HP,2,train,73.81,0,21.21,98.12
MHIST_agm.png,HP,2,train,92.48,0,70.22,99.87
MHIST_agn.png,HP,1,train,54.79,4,0.06,99.43
MHIST_ago.png,HP,2,train,44.99,5,0.0,99.2
MHIST_agp.png,HP,3,train,42.76,7,0.0,95.06
MHIST_agq.png,HP,1,train,72.5,1,1.31,99.68
MHIST_agr.png,HP,1,train,59.8,4,0.0,99.78
MHIST_ags.png,SSA,7,train,58.52,2,0.0,98.79
MHIST_agt.png,HP,1,train,74.34,0,33.8,93.46
MHIST_agu.png,SSA,7,test,64.45,4,0.0,100.0
MHIST_agv.png,HP,1,train,68.66,1,0.06,95.63
MHIST_agw.png,HP,1,train,80.55,0,35.91,99.74
MHIST_agx.png,HP,1,train,43.31,6,0.0,96.05
MHIST_agy.png,HP,3,test,87.07,0,51.95,99.23
MHIST_agz.png,HP,1,train,82.48,0,7.02,100.0
MHIST_aha.png,SSA,5,test,75.12,0,9.66,99.33
MHIST_ahb.png,SSA,4,test,54.17,3,0.06,93.02
MHIST_ahc.png,SSA,6,train,56.82,1,0.57,99.78
MHIST_ahd.png,HP,0,test,49.74,4,0.0,98.57
MHIST_ahe.png,HP,0,train,38.47,7,0.0,91.39
MHIST_ahf.png,HP,0,train,91.93,0,58.86,99.62
MHIST_ahg.png,HP,0,train,63.48,1,0.35,100.0
MHIST_ahh.png,SSA,5,train,74.91,0,21.52,100.0
MHIST_ahi.png,HP,1,train,64.74,2,0.0,98.98
MHIST_ahj.png,HP,2,train,81.23,0,50.03,94.96
MHIST_ahk.png,SSA,7,train,92.03,0,41.8,99.68
MHIST_ahl.png,SSA,4,train,71.95,0,20.31,99.78
MHIST_ahm.png,HP,2,train,66.04,2,0.19,99.2
MHIST_ahn.png,HP,1,train,87.68,0,31.92,98.57
MHIST_aho.png,HP,1,test,94.16,0,73.92,100.0
MHIST_ahp.png,HP,0,train,37.89,5,0.1,89.32
MHIST_ahq.png,SSA,5,test,81.12,0,29.11,99.84
MHIST_ahr.png,SSA,5,test,81.48,0,16.36,100.0
MHIST_ahs.png,HP,0,train,45.19,1,0.45,92.09
MHIST_aht.png,HP,0,train,43.2,7,0.0,99.94
MHIST_ahu.png,SSA,6,train,69.53,1,0.29,95.73
MHIST_ahv.png,HP,3,train,83.69,0,57.17,98.37
MHIST_ahw.png,HP,1,test,75.02,2,0.0,99.94
MHIST_ahx.png,HP,1,train,71.83,1,0.0,93.88
MHIST_ahy.png,HP,1,train,57.35,5,0.0,99.71
MHIST_ahz.png,SSA,7,train,76.61,0,9.82,98.31
MHIST_aia.png,SSA,5,train,46.37,5,0.0,99.17
MHIST_aib.png,HP,1,train,79.72,0,44.32,98.57
MHIST_aic.png,HP,3,train,52.09,1,0.0,89.92
MHIST_aid.png,HP,1,train,58.09,4,0.0,98.31
MHIST_aie.png,HP,1,test,76.82,0,49.68,89.16
MHIST_aif.png,HP,1,test,82.03,0,41.23,99.04
MHIST_aig.png,HP,1,train,74.38,0,22.7,97.86
MHIST_aih.png,SSA,4,train,65.75,0,11.1,99.97
MHIST_aii.png,HP,2,train,97.17,0,89.89,99.81
MHIST_aij.png,SSA,7,train,79.95,0,39.45,99.62
MHIST_aik.png,HP,3,train,62.73,3,0.0,99.74
MHIST_ail.png,SSA,7,train,56.5,2,0.0,98.18
MHIST_aim.png,HP,1,test,91.09,0,83.61,99.46
MHIST_ain.png,SSA,4,test,54.73,3,0.0,97.42
MHIST_aio.png,HP,1,train,82.4,0,25.41,96.27
MHIST_aip.png,SSA,4,train,51.0,2,0.0,97.16
MHIST_aiq.png,SSA,6,train,72.16,0,13.27,99.71
MHIST_air.png,HP,0,train,66.23,2,0.16,90.24
MHIST_ais.png,SSA,7,test,65.07,0,8.96,99.97
MHIST_ait.png,HP,2,train,85.54,0,69.42,99.17
MHIST_aiu.png,SSA,7,train,63.15,3,0.0,99.97
MHIST_aiv.png,HP,0,train,80.38,0,22.32,99.49
MHIST_aiw.png,HP,3,train,77.02,0,20.15,98.31
MHIST_aix.png,HP,1,train,85.22,0,46.88,96.36
MHIST_aiy.png,HP,1,train,65.3,1,0.0,99.62
MHIST_aiz.png,HP,1,train,59.36,2,0.03,99.97
MHIST_aja.png,HP,3,train,54.74,3,0.67,93.3
MHIST_ajb.png,HP,2,train,86.87,0,59.53,99.97
MHIST_ajc.png,SSA,7,test,73.86,1,0.06,99.59
MHIST_ajd.png,SSA,5,test,63.32,2,0.0,98.12
MHIST_aje.png,HP,2,train,78.74,0,5.58,99.84
MHIST_ajf.png,SSA,7,train,96.37,0,82.59,100.0
MHIST_ajg.png,HP,2,train,73.08,1,3.99,98.44
MHIST_ajh.png,HP,2,train,86.86,0,18.72,99.97
MHIST_aji.png,SSA,7,train,60.95,0,30.96,87.18
MHIST_ajj.png,HP,0,train,39.69,8,0.0,99.3
MHIST_ajk.png,SSA,4,train,75.09,0,25.48,99.97
MHIST_ajl.png,HP,0,train,89.23,0,62.09,99.97
MHIST_ajm.png,HP,0,train,53.5,3,0.22,98.02
MHIST_ajn.png,SSA,7,test,52.28,2,0.0,97.7
MHIST_ajo.png,HP,0,test,70.46,0,23.41,97.86
MHIST_ajp.png,HP,2,test,54.33,3,0.0,93.91
MHIST_ajq.png,HP,3,train,87.93,0,55.33,99.39
MHIST_ajr.png,SSA,7,train,58.59,1,0.0,91.01
MHIST_ajs.png,HP,1,train,62.04,3,0.0,95.76
MHIST_ajt.png,HP,1,train,80.49,1,0.51,100.0
MHIST_aju.png,HP,3,test,60.6,2,0.0,99.23
MHIST_ajv.png,HP,1,train,78.96,0,25.29,99.33
MHIST_ajw.png,SSA,4,train,66.5,3,0.0,99.97
MHIST_ajx.png,SSA,4,train,54.97,4,0.0,90.5
MHIST_ajy.png,HP,1,test,62.13,2,0.0,98.15
MHIST_ajz.png,HP,3,test,62.59,1,0.0,93.4
MHIST_aka.png,HP,1,train,52.81,5,0.0,99.94
MHIST_akb.png,HP,3,train,91.73,0,56.51,99.94
MHIST_akc.png,HP,1,test,40.18,8,0.0,99.87
MHIST_akd.png,SSA,7,test,49.97,6,0.0,100.0
MHIST_ake.png,SSA,7,train,42.61,6,0.0,99.36
MHIST_akf.png,HP,2,train,84.07,0,31.54,99.62
MHIST_akg.png,HP,1,train,51.9,6,0.0,99.74
MHIST_akh.png,HP,3,train,82.02,0,36.22,100.0
MHIST_aki.png,SSA,5,test,49.88,3,0.32,93.14
MHIST_akj.png,HP,0,train,45.34,4,0.0,96.78
MHIST_akk.png,SSA,6,test,42.84,5,0.0,99.71
MHIST_akl.png,SSA,5,test,75.3,0,26.31,99.23
MHIST_akm.png,SSA,6,train,66.84,2,2.3,99.46
MHIST_akn.png,SSA,6,test,61.16,2,0.06,97.07
MHIST_ako.png,HP,2,train,76.74,0,44.04,95.63
MHIST_akp.png,HP,3,test,52.02,4,0.03,98.41
MHIST_akq.png,SSA,4,train,64.95,2,0.03,99.81
MHIST_akr.png,SSA,5,train,48.56,4,0.0,99.08
MHIST_aks.png,SSA,4,train,61.23,2,0.0,98.47
MHIST_akt.png,HP,1,train,89.11,0,71.36,97.13
MHIST_aku.png,HP,1,train,72.28,0,25.7,94.58
MHIST_akv.png,SSA,4,test,59.38,2,0.06,97.42
MHIST_akw.png,SSA,4,train,54.53,3,0.0,96.08
MHIST_akx.png,SSA,6,test,81.43,0,14.73,99.9
MHIST_aky.png,SSA,6,test,47.26,5,0.0,99.3
MHIST_akz.png,HP,1,train,95.88,0,65.21,100.0
MHIST_ala.png,SSA,7,train,94.44,0,84.15,100.0
MHIST_alb.png,HP,1,train,66.73,2,0.0,99.78
MHIST_alc.png,HP,0,test,88.13,0,75.57,94.71
MHIST_ald.png,HP,0,train,50.69,5,0.0,99.84
MHIST_ale.png,SSA,6,test,45.45,5,0.0,95.79
MHIST_alf.png,HP,0,train,48.19,6,0.0,99.62
MHIST_alg.png,HP,2,test,78.64,0,46.75,94.87
MHIST_alh.png,HP,3,train,91.99,0,60.2,99.97
MHIST_ali.png,HP,1,test,83.79,0,49.65,99.55
MHIST_alj.png,HP,1,train,70.92,0,28.83,94.32
MHIST_alk.png,HP,0,train,82.48,0,24.01,98.85
MHIST_all.png,HP,3,train,53.06,4,0.0,94.23
MHIST_alm.png,HP,0,train,74.0,1,0.1,99.9
MHIST_aln.png,SSA,5,train,62.35,2,0.0,97.48
MHIST_alo.png,HP,1,test,44.86,6,0.0,99.84
MHIST_alp.png,HP,0,train,73.05,2,0.0,99.2
MHIST_alq.png,HP,3,train,65.35,0,7.43,98.69
MHIST_alr.png,HP,0,test,44.52,5,0.0,98.21
MHIST_als.png,HP,3,test,57.81,3,0.03,99.23
MHIST_alt.png,HP,0,test,48.78,4,0.03,97.58
MHIST_alu.png,HP,3,train,64.72,2,0.0,100.0
MHIST_alv.png,HP,2,test,58.18,3,0.03,96.08
MHIST_alw.png,SSA,7,train,53.85,3,0.0,97.42
MHIST_alx.png,HP,0,train,93.87,0,70.15,100.0
MHIST_aly.png,HP,2,train,58.93,0,12.76,97.13
MHIST_alz.png,HP,0,train,95.92,0,88.84,99.65
MHIST_ama.png,HP,0,train,61.22,4,0.0,99.87
MHIST_amb.png,HP,2,train,53.91,4,0.0,99.71
MHIST_amc.png,HP,3,train,85.8,0,58.74,98.95
MHIST_amd.png,HP,1,train,88.42,0,40.59,99.59
MHIST_ame.png,HP,1,test,58.45,4,0.22,98.82
MHIST_amf.png,HP,3,train,79.41,1,0.0,99.9
MHIST_amg.png,SSA,6,train,52.4,3,0.03,89.76
MHIST_amh.png,HP,0,train,87.27,0,17.98,99.23
MHIST_ami.png,HP,0,test,53.64,1,0.0,97.42
MHIST_amj.png,SSA,6,train,54.44,4,0.0,99.87
MHIST_amk.png,HP,0,train,55.71,4,0.16,95.73
MHIST_aml.png,HP,0,train,72.46,0,7.08,97.7
MHIST_amm.png,SSA,5,test,88.88,0,32.43,99.94
MHIST_amn.png,HP,0,train,98.63,0,94.01,100.0
MHIST_amo.png,HP,1,test,71.06,2,0.0,100.0
MHIST_amp.png,HP,2,train,80.88,0,29.11,96.33
MHIST_amq.png,HP,1,test,69.88,2,0.0,99.9
MHIST_amr.png,HP,2,train,78.36,0,6.76,95.89
MHIST_ams.png,HP,1,train,74.95,1,0.06,99.68
MHIST_amt.png,HP,3,train,53.02,3,0.06,96.33
MHIST_amu.png,HP,2,train,72.04,2,0.13,99.04
MHIST_amv.png,SSA,6,test,90.69,0,31.51,100.0
MHIST_amw.png,HP,1,test,77.77,0,42.06,93.75
MHIST_amx.png,HP,1,train,48.67,4,0.16,98.76
MHIST_amy.png,HP,2,train,60.63,0,16.68,89.73
MHIST_amz.png,HP,1,test,77.19,0,62.85,93.11
MHIST_ana.png,HP,0,test,49.88,3,0.0,99.62
MHIST_anb.png,HP,0,train,58.62,4,0.0,98.25
MHIST_anc.png,SSA,4,test,65.43,1,1.53,99.97
MHIST_and.png,HP,0,test,54.97,3,0.0,96.36
MHIST_ane.png,HP,3,test,57.78,1,0.0,93.56
MHIST_anf.png,HP,0,train,57.75,4,0.0,97.39
MHIST_ang.png,HP,1,train,85.61,0,52.71,95.73
MHIST_anh.png,SSA,4,train,52.17,4,0.03,95.18
MHIST_ani.png,HP,1,train,65.34,0,5.13,99.17
MHIST_anj.png,HP,0,train,53.79,4,0.0,98.79
MHIST_ank.png,HP,1,test,86.23,0,30.8,99.52
MHIST_anl.png,HP,0,train,91.5,0,40.56,99.9
MHIST_anm.png,SSA,6,test,84.58,0,11.29,99.97
MHIST_ann.png,SSA,6,test,60.24,3,0.0,97.03
MHIST_ano.png,SSA,5,test,49.21,3,0.1,93.37
MHIST_anp.png,SSA,6,train,52.63,4,0.0,99.94
MHIST_anq.png,HP,0,train,88.92,0,18.05,99.33
MHIST_anr.png,HP,2,test,81.11,0,24.17,100.0
MHIST_ans.png,SSA,6,test,73.12,0,20.18,94.42
MHIST_ant.png,HP,2,test,77.42,0,19.8,99.74
MHIST_anu.png,HP,1,train,71.78,0,29.97,91.74
MHIST_anv.png,HP,0,train,56.31,4,0.0,99.14
MHIST_anw.png,SSA,6,test,59.84,2,0.0,98.63
MHIST_anx.png,SSA,6,train,48.95,5,0.0,99.17
MHIST_any.png,HP,0,train,49.56,4,0.0,99.87
MHIST_anz.png,SSA,6,train,81.92,0,43.75,100.0
MHIST_aoa.png,HP,0,train,85.43,0,43.59,93.53
MHIST_aob.png,HP,1,train,93.26,0,66.39,100.0
MHIST_aoc.png,SSA,6,train,56.02,4,0.0,99.65
MHIST_aod.png,HP,0,test,60.17,1,1.53,97.99
MHIST_aoe.png,HP,1,train,72.53,0,9.85,98.09
MHIST_aof.png,HP,0,train,67.6,3,0.16,97.61
MHIST_aog.png,SSA,6,train,45.95,4,1.12,95.15
MHIST_aoh.png,SSA,6,train,64.58,3,0.06,99.94
MHIST_aoi.png,SSA,6,train,63.39,1,0.0,99.87
MHIST_aoj.png,SSA,6,train,63.43,2,0.03,98.85
MHIST_aok.png,HP,0,train,36.05,7,0.06,95.76
MHIST_aol.png,HP,3,test,74.12,0,10.2,100.0
MHIST_aom.png,HP,1,train,41.12,5,0.0,90.53
MHIST_aon.png,HP,1,train,58.15,2,0.0,96.4
MHIST_aoo.png,SSA,4,test,46.57,4,0.0,99.27
MHIST_aop.png,HP,1,test,82.54,0,66.14,98.18
MHIST_aoq.png,HP,0,train,99.38,0,98.34,99.97
MHIST_aor.png,SSA,6,train,55.9,5,0.0,94.93
MHIST_aos.png,HP,0,train,92.52,0,75.96,98.21
MHIST_aot.png,HP,2,train,87.58,0,63.68,99.43
MHIST_aou.png,HP,0,train,41.2,6,0.0,98.09
MHIST_aov.png,HP,1,train,57.52,1,0.0,92.12
MHIST_aow.png,SSA,5,test,67.93,2,0.0,99.97
MHIST_aox.png,HP,2,train,40.85,6,0.0,95.31
MHIST_aoy.png,HP,0,train,86.84,0,56.25,99.97
MHIST_aoz.png,HP,1,train,52.77,5,0.0,97.32
MHIST_apa.png,HP,0,test,45.75,5,0.0,92.89
MHIST_apb.png,HP,1,train,89.33,0,54.56,97.7
MHIST_apc.png,SSA,4,test,77.74,0,20.28,99.2
MHIST_apd.png,HP,0,train,84.21,0,19.32,99.97
MHIST_ape.png,HP,1,train,56.8,4,0.0,97.54
MHIST_apf.png,HP,0,train,42.0,8,0.0,99.87
MHIST_apg.png,HP,3,train,60.48,2,0.0,95.12
MHIST_aph.png,HP,3,train,86.22,0,62.56,96.17
MHIST_api.png,HP,1,train,69.65,2,0.03,98.85
MHIST_apj.png,HP,3,train,54.3,3,0.0,97.7
MHIST_apk.png,HP,2,test,50.0,5,0.0,96.01
MHIST_apl.png,HP,2,train,89.92,0,69.42,97.03
MHIST_apm.png,SSA,6,test,66.7,1,3.57,99.94
MHIST_apn.png,SSA,6,train,75.82,1,1.34,97.54
MHIST_apo.png,HP,3,train,71.14,1,0.0,98.76
MHIST_app.png,HP,0,train,51.7,2,0.38,98.76
MHIST_apq.png,HP,2,train,88.74,0,63.65,98.09
MHIST_apr.png,HP,1,train,42.38,7,0.0,95.47
MHIST_aps.png,HP,2,test,49.94,5,0.0,99.39
MHIST_apt.png,SSA,4,train,67.82,0,14.89,95.63
MHIST_apu.png,SSA,6,test,72.92,0,5.13,100.0
MHIST_apv.png,SSA,6,train,63.93,2,0.06,94.67
MHIST_apw.png,HP,2,train,49.17,4,0.0,94.96
MHIST_apx.png,HP,1,train,44.6,6,0.0,95.73
MHIST_apy.png,HP,3,train,77.16,0,35.11,98.15
MHIST_apz.png,SSA,5,train,88.02,0,46.52,100.0
MHIST_aqa.png,HP,1,train,56.45,2,0.0,99.36
MHIST_aqb.png,SSA,5,train,80.87,0,62.6,98.09
MHIST_aqc.png,HP,1,train,53.79,3,0.0,95.92
MHIST_aqd.png,SSA,6,train,62.16,1,0.32,94.77
MHIST_aqe.png,HP,0,train,58.23,4,0.0,99.49
MHIST_aqf.png,SSA,5,train,69.47,0,15.88,95.38
MHIST_aqg.png,HP,2,train,44.84,5,0.0,91.93
MHIST_aqh.png,SSA,4,test,49.79,4,0.0,93.02
MHIST_aqi.png,SSA,7,test,70.87,2,0.0,99.94
MHIST_aqj.png,HP,3,test,56.82,2,0.0,90.98
MHIST_aqk.png,SSA,5,test,65.68,0,7.08,99.94
MHIST_aql.png,HP,3,train,56.85,2,0.0,90.85
MHIST_aqm.png,HP,3,test,57.89,3,0.0,97.48
MHIST_aqn.png,HP,2,train,43.16,5,0.03,97.39
MHIST_aqo.png,HP,2,train,64.12,2,0.06,94.39
MHIST_aqp.png,SSA,4,train,79.2,0,21.17,98.12
MHIST_aqq.png,HP,2,train,60.09,5,0.0,99.65
MHIST_aqr.png,SSA,6,test,47.33,4,0.0,97.1
MHIST_aqs.png,SSA,6,train,56.52,3,0.0,99.9
MHIST_aqt.png,HP,0,train,95.91,0,83.83,100.0
MHIST_aqu.png,HP,3,train,82.0,0,57.17,98.09
MHIST_aqv.png,SSA,6,test,72.14,0,13.58,97.67
MHIST_aqw.png,HP,3,train,77.94,0,42.89,98.92
MHIST_aqx.png,SSA,5,train,53.23,3,0.0,98.72
MHIST_aqy.png,HP,1,test,62.53,2,0.0,99.33
